"Course Number"	"Course Name"	"Department"	"Instructor"	"Grades"	"Units"	"Section Number"	"Times"	"Locations"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Dougherty, D / Okumura, M"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ch 112"	"Inorganic Chemistry"	"Ch"	"Agapie, T"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"147 NYS"
"Ch 117"	"Introduction to Electrochemistry"	"Ch"	"See, K"	""	"3-0-6"	"01"	"MWF 15:00 - 15:55"	"101 SCH"
"Ch 120A"	"Nature of the Chemical Bond"	"Ch"	"Goddard, W"	""	"3-0-6"	"01"	"MWF 14:00 - 14:55"	"115 BCK"
"Ch 122"	"Structure Determination by X-ray Crystallography"	"Ch"	"Takase, M"	"LETTER"	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"115 BCK"
"Ch 125A"	"The Elements of Quantum Chemistry"	"Ch"	"Okumura, M"	"LETTER"	"3-0-6"	"01"	"TR 13:00 - 14:25"	"147 NYS"
"Ch 144B"	"Advanced Organic Chemistry"	"Ch"	"Robb, M"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"151 CRL"
"Ch 149"	"Tutorial in Organic Chemistry"	"Ch"	"Stoltz, B / Fu, G"	"PASS-FAIL"	"2-0-4"	"01"	"MWF 14:00 - 15:55"	"218 SCH"
"Ch 149"	"Tutorial in Organic Chemistry"	"Ch"	"Fu, G / Stoltz, B"	"PASS-FAIL"	"2-0-4"	"02"	"U 15:00 - 16:55"	"318 SCH"
"Ch 149"	"Tutorial in Organic Chemistry"	"Ch"	"Fu, G / Stoltz, B"	"PASS-FAIL"	"2-0-4"	"02"	"TR 15:00 - 16:55"	"318 SCH"
"Ch 180"	"Chemical Research"	"Ch"	"Agapie, T"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ch 180"	"Chemical Research"	"Ch"	"Goddard, W"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ch 180"	"Chemical Research"	"Ch"	"Gray, H"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"Ch 180"	"Chemical Research"	"Ch"	"Lewis, N"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Ch 180"	"Chemical Research"	"Ch"	"Weitekamp, D"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"Ch 182"	"Senior Thesis Research"	"Ch"	"Asimow, P"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ch 213A"	"Advanced Ligand Field Theory"	"Ch"	"Gray, H"	"LETTER"	"1-0-11"	"01"	"F 13:00 - 13:55"	"408 BCK"
"Ch 242A"	"Chemical Synthesis"	"Ch"	"Stoltz, B"	""	"3-0-6"	"01"	"TR 19:00 - 20:55"	"147 NYS"
"Ch 242A"	"Chemical Synthesis"	"Ch"	"Stoltz, B"	""	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"147 NYS"
"Ch 280"	"Chemical Research"	"Ch"	"Adkins, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Arnold, F"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Bjorkman, P"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Atwater, H"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Barton, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Beauchamp, J"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Bercaw, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Blake, G"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Wang, Z"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Newman, D"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Shimojo, S"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Eiler, J"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Davis, M"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Dervan, P"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Dougherty, D"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Reisman, S"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Blanquart, G"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Miller, T"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Clemons, W"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Goddard, W"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Gray, H"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Grubbs, R"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Heath, J"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Hsieh-Wilson, L"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Hoffmann, M"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Kornfield, J"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Hoelz, A"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Lewis, N"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Peters, J"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Marcus, R"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Mayo, S"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Haile, S"	"PASS-FAIL"	"+"	"32"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Okumura, M"	"PASS-FAIL"	"+"	"33"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Ponce, A"	"PASS-FAIL"	"+"	"34"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Peters, J"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Ismagilov, R"	"PASS-FAIL"	"+"	"36"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Fu, G"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Rees, D"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Lester, H"	"PASS-FAIL"	"+"	"39"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Greer, J"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"van de Walle, A"	"PASS-FAIL"	"+"	"41"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Seinfeld, J"	"PASS-FAIL"	"+"	"42"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Stoltz, B"	"PASS-FAIL"	"+"	"43"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Tirrell, D"	"PASS-FAIL"	"+"	"44"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Roberts, J"	"PASS-FAIL"	"+"	"45"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Weitekamp, D"	"PASS-FAIL"	"+"	"46"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Wennberg, P"	"PASS-FAIL"	"+"	"47"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Cai, L"	"PASS-FAIL"	"+"	"48"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Shan, S"	"PASS-FAIL"	"+"	"49"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Agapie, T"	"PASS-FAIL"	"+"	"50"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Sternberg, P"	"PASS-FAIL"	"+"	"51"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Tirrell, D"	"PASS-FAIL"	"+"	"52"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Fu, G"	"PASS-FAIL"	"+"	"53"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Deshaies, R"	"PASS-FAIL"	"+"	"54"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Campbell, J"	"PASS-FAIL"	"+"	"55"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Jensen, G"	"PASS-FAIL"	"+"	"56"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Pierce, N"	"PASS-FAIL"	"+"	"57"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Shapiro, M"	"PASS-FAIL"	"+"	"58"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Chan, G"	"PASS-FAIL"	"+"	"59"	"A"	"A"
"Ch 280"	"Chemical Research"	"Ch"	"Ondrus, A"	"PASS-FAIL"	"+"	"60"	"A"	"A"
"Ch/ChE 091"	"Scientific Writing"	"Ch"	"Parker, C"	"LETTER"	"2-0-1"	"01"	"M 13:00 - 14:55"	"101 SCH"
"CE 100"	"Special Topics in Civil Engineering"	"CE"	"Staff"	""	"+"	"01"	"A"	"A"
"CE 200"	"Advanced Work in Civil Engineering"	"CE"	"Heaton, T"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CE 300"	"Research in Civil Engineering"	"CE"	"Beck, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CE 300"	"Research in Civil Engineering"	"CE"	"Hall, J"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CE 300"	"Research in Civil Engineering"	"CE"	"Heaton, T"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CE 300"	"Research in Civil Engineering"	"CE"	"Andrade, J"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CE 300"	"Research in Civil Engineering"	"CE"	"Lapusta, N"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CE 300"	"Research in Civil Engineering"	"CE"	"Asimaki, D"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CNS/Bi/Ph/CS/NB 187"	"Neural Computation"	"CNS"	"Staff"	""	"3-0-6"	"01"	"A"	"A"
"CNS100"	"Introduction to Computation and Neural Systems"	"CNS"	"Perona, P"	"PASS-FAIL"	"1-0-0"	"01"	"W 19:00 - 19:55"	"100 - Rock Auditorium BRD"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Abu-Mostafa, Y"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Anderson, D"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"O'Doherty, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Andersen, R"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Shimojo, S"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Quartz, S"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Tsao, D"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Dickinson, M"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Anandkumar, A"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Oka, Y"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Rangel, A"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Murray, R"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Perona, P"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Camerer, C"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Elowitz, M"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Gradinaru, V"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Allman, J"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Siapas, A"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Fraser, S"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Burdick, J"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Winfree, E"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Wold, B"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Low, S"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Meister, M"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Kennedy, M"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Adolphs, R"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Pine, J"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Hoffmann, M"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Hong, E"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Prober, D"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"CNS180"	"Research in Computation and Neural Systems"	"CNS"	"Yue, Y"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Burdick, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Meister, M"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Camerer, C"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Andersen, R"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Lester, H"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"O'Doherty, J"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Bruck, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Tsao, D"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Koch, C"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Konishi, M"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Murray, R"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Gradinaru, V"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Perona, P"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Scherer, A"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Quartz, S"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Elowitz, M"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Shimojo, S"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Siapas, A"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Sternberg, P"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Winfree, E"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Wold, B"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Hoffmann, M"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Dickinson, M"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Allman, J"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Oka, Y"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Adolphs, R"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Desbrun, M"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Goddard, W"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"CNS280"	"Research in Computation and Neural Systems"	"CNS"	"Rangel, A"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"CS 001"	"Introduction to Computer Programming"	"CS"	"Vanier, M"	"PASS-FAIL"	"3-4-2"	"01"	"MWF 14:00 - 14:55"	"Institute Auditorium BCK"
"CS 009"	"Introduction to Computer Science Research"	"CS"	"Ralph, C"	"PASS-FAIL"	"1-0-0"	"01"	"W 19:00 - 19:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"01"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"02"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"03"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"04"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"05"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"10"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"11"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 011"	"Computer Language Lab"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"12"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Winfree, E"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Chandy, K"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Desbrun, M"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Schroeder, P"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Wierman, A"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Barr, A"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Low, S"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Yue, Y"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Perona, P"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Bruck, J"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Schulman, L"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Umans, C"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CS 080A"	"Undergraduate Thesis"	"CS"	"Chung, S"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Chandy, K"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Barr, A"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Chandy, K"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Murray, R"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Martin, A"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Winfree, E"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Perona, P"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Pinkston, D"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Pierce, N"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Vanier, M"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Wierman, A"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Umans, C"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Burdick, J"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Low, S"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Yue, Y"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Hassibi, B"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Desbrun, M"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Mahabal, A"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Schroeder, P"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Djorgovski, S"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"George, G"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Vidick, T"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Ralph, C"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Rangel, A"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"CS 081A"	"Undergraduate Projects in Computer Science"	"CS"	"Bunn, J"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Chandy, K"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Pinkston, D"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Low, S"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Djorgovski, S"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Winfree, E"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Schroeder, P"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Barr, A"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"George, G"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Gray, H"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Abu-Mostafa, Y"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Burdick, J"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Wierman, A"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Vanier, M"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CS 090"	"Undergraduate Reading in Computer Science"	"CS"	"Ralph, C"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CS 101A"	"Special Topics in Computer Science"	"CS"	"Marsiglietti, A"	""	"+"	"01"	"W 09:00 - 10:55"	"314 ANB"
